title,type,content,keywords,author,time,url
US Air Force bomber unit sets up shop in Norway,,"B-1B Lancers fly with Norwegian F-35s during a training mission for Bomber Task Force Europe in May 2020. (Royal Norwegian Air Force)COLOGNE, Germany 〞 The U.S. Air Force is temporarily deploying 200 personnel with an expeditionary B-1 Lancer squadron to Norway to help manage bomber training flights in the region, U.S. European Command announced Tuesday.The service members, hailing from Dyess Air Force Base, Texas, will set up shop at Orland Air Base near Trondheim, a hub for Norway＊s F-35 fighter jet fleet. The force represents ※the advance team for scheduled missions in the coming weeks, which will occur for a limited time,§ EUCOM＊s statement read.The move comes as the American military sharpens its focus on the Arctic region. NATO member Norway, at its northeasternmost tip, shares a border with Russia, and Moscow＊s military modernization on the Kola Peninsula has helped position the area as a would-be flashpoint.※Operational readiness and our ability to support allies and partners and respond with speed is critical to combined success,§ Gen. Jeff Harrigian, the commander of U.S. Air Forces in Europe and Africa, was quoted as saying in the statement. ※We value the enduring partnership we have with Norway and look forward to future opportunities to bolster our collective defense.§EUCOM routinely conducts so-called bomber task force missions in its area of responsibility. Those patrol and training flights often include allies, whose planes join forces with the American formation underway.The command＊s statement includes no information about how long the Air Force contingent will stay in Norway, nor what kind of equipment it will bring. The B-1 Lancer is a conventional bomber, as it had its nuclear capability removed in the mid-1990s.※While details of specific missions or numbers of events are not discussed as part of routine operational security standards, U.S. Air Forces in Europe routinely host a variety of U.S. aircraft and units across the theater in support of USEUCOM objectives,§ the statement read.Expeditionary forces based a Dyess previously trained with Norwegian last September, the U.S. air service said then. During a 16-hour training sortie from Eielson Air Force Base, Alaska, B-1B Lancers covered 6,100 nautical miles for a trip over the North Pole. The flight featured aerial refueling over the Arctic Ocean followed by ※several hours§ of training with Norwegian forces off the coast of Greenland and over the Norwegian Sea, according to a Sept. 30 Air Force statement.",,Sebastian Sprenger ,2021/2/2,https://www.defensenews.com/global/europe/2021/02/02/us-air-force-bomber-unit-sets-up-shop-in-norway/
Boeing＊s F-15EX jet makes its first flight,,"The F-15EX makes its inaugural flight on Feb. 2, 2021. (Eric Shindelbower/Boeing)WASHINGTON 〞 Boeing＊s first F-15EX took to the skies for its inaugural flight on Feb. 2, a milestone that will allow the company to deliver the first two planes to the U.S. Air Force by the end of March.After a couple of hours of delays due to weather 〞 which also held up plans to conduct a first flight on Feb. 1 〞 Boeing test pilot Matt ※Phat§ Giese took off from Lambert International Airport in St. Louis, Missouri, at approximately 1:57 p.m. EST.The flight lasted approximately 90 minutes, and the plane performed as expected, Boeing said in a news release.※Today＊s successful flight proves the jet＊s safety and readiness to join our nation＊s fighter fleet,§ said Prat Kumar, Boeing vice president and F-15 program manager. ※Our workforce is excited to build a modern fighter aircraft for the U.S. Air Force. Our customer can feel confident in its decision to invest in this platform that is capable of incorporating the latest advanced battle management systems, sensors and weapons due to the jet＊s digital airframe design and open mission systems architecture.§The Air Force first added the F-15EX to its fiscal 2020 budget at the behest of the Defense Department＊s Cost Assessment and Program Evaluation office, or CAPE.With the Air Force and Air National Guard＊s fleet of 1970s-era F-15C/D jets showing signs of age, the service needed to either conduct an expensive life extension or buy new planes to replace them.But with F-35 operations and sustainment costs still financially burdensome, CAPE officials argued that buying an upgraded version of the F-15E Strike Eagle 〞 with new features developed primarily at the cost of foreign customers like Qatar and Saudi Arabia 〞 would be a more cost-conscious option.The Air Force placed its first order for the F-15EX in July 2020, awarding a contract for the first lot of eight jets with a value not to exceed about $1.2 billion. The entire program has a ceiling value of $23 billion.Sign up for our Early Bird BriefGet the defense industry's most comprehensive news and information straight to your inboxSubscribeThe new jets come with a host of modern features, including Honeywell＊s ADCP-II mission computer, the Eagle Passive/Active Warning and Survivability System electronic warfare system made by BAE Systems, the Raytheon Technologies＊ AN/APG-82 radar, fly-by-wire flight controls, and a digital cockpit.The service expects to buy at least 144 F-15EX aircraft, but the contract includes options to allow the Air Force to purchase up to 200 jets.Congress first included funds in December to purchase eight F-15EXs through the fiscal 2020 spending bill, and lawmakers approved spending $1.2 billion to buy 12 F-15EXs in fiscal 2021. According to the Air Force＊s FY21 budget request, the service plans to buy another dozen planes in FY22, procuring 14 F-15EXs in FY23, and ramping up to 19 jets per year in both FY24 and FY25.Once delivered to the Air Force, the first two F-15EXs will go Eglin Air Force Base, Florida, for testing, with the remaining six aircraft set to be delivered to the base in FY23.",,Valerie Insinna,2021/2/2,https://www.defensenews.com/air/2021/02/02/the-f-15ex-just-made-its-first-flight/
Russia hints it may return to Open Skies Treaty if US does,,"In this file photo taken June 10, 2004, a Russian Federation Tupolev Tu-154 Open Skies Treaty reconnaissance aircraft sits on the runway at Elmendorf Air Force Base in Anchorage, Alaska, prior to its departure for two overflights of central Alaska. (Mark Farmer/AP)MOSCOW 〞 Russia may consider returning to an international pact allowing surveillance flights over military facilities if the United States reverses its exit, the top Russian diplomat said Tuesday.Moscow announced last month that it would leave the Open Skies Treaty following the U.S. departure from the pact last year, adding that Russian proposals to keep the treaty alive after the U.S. withdrawal have been given the cold shoulder by Washington＊s allies.Russian Foreign Minister Sergey Lavrov said after Tuesday＊s talks in Moscow with Swedish Foreign Minister Ann Linde, the current chair of the Organization for Security and Cooperation in Europe, that Moscow could still mull the return.※If the United States fully returns to observing the treaty, the Russian Federation would be ready to constructively consider that new situation,§ Lavrov said.An OC-135B Observation Aircraft with the 45th Reconnaissance Squadron, Offutt AFB, Neb., goes through pre-flight checks Jan. 16 at Joint Base Andrews. The OC-135B is used to conduct observation flights in support of the Open Skies Treaty. (US Air Force)Trump left the Open Skies Treaty, but don＊t write it off yetPresident Donald Trump made good on his decision to withdraw from the Open Skies Treaty, but it looks like President-elect Joe Biden, who opposed that move, may have a path to revive the pact.Joe Gould, Valerie Insinna, Aaron MehtaHe noted that while Russia has declared its intention to quit, it hasn＊t yet formally submitted the relevant notice to other parties.Lavrov＊s statement comes days after Moscow and Washington reached a last-minute agreement to extend their last remaining nuclear arms control pact, the New START treaty, that was due to expire on Feb. 5.Russian President Vladimir Putin leads a meeting via video conference in Moscow on Feb. 1, 2021. (Mikhail Klimentyev/Sputnik, Kremlin Pool Photo via AP)Russian President Vladimir Putin leads a meeting via video conference in Moscow on Feb. 1, 2021. (Mikhail Klimentyev/Sputnik, Kremlin Pool Photo via AP)Sign up for the Early Bird BriefGet the military's most comprehensive news and information every morningEnter your email address(please select a country)SubscribeWhen U.S. President Joe Biden and Russian President Vladimir Putin had a call last week, the Kremlin said they discussed the Open Skies pact along with other issues. It didn＊t elaborate.The Open Skies Treaty was intended to build trust between Russia and the West by allowing the accord＊s more than three dozen signatories to conduct reconnaissance flights over each other＊s territories to collect information about military forces and activities. More than 1,500 flights have been conducted under the treaty since it took effect in 2002, aimed at fostering transparency about military activity and helping monitor arms control and other agreements.In this file photo taken from a video distributed by Russian Defense Ministry Press Service, on Dec. 9, 2020, a ground-based intercontinental ballistic missile was launched from the Plesetsk facility in northwestern Russia as part of military drills. (Russian Defense Ministry Press Service via AP)Putin signs extension of last Russia-US nuclear arms treatyThe treaty limits each country to no more than 1,550 deployed nuclear warheads and 700 deployed missiles and bombers, and envisages sweeping on-site inspections to verify compliance.Vladimir Isachenkov, The Associated PressU.S. President Donald Trump pulled out of the pact, arguing that Russian violations made it untenable for Washington to remain a party. The U.S. completed its withdrawal from the pact in November.Russia has insisted that the restrictions on observation flights it imposed in the past were permissible by the treaty and noted that the U.S. imposed more sweeping restrictions on observation flights over Alaska.",,"Vladimir Isachenkov, The Associated Press
",2021/2/2,https://www.militarytimes.com/news/your-military/2021/02/02/russia-hints-it-may-return-to-open-skies-treaty-if-us-does/
Turkey launches F-16 life-extension program amid lack of replacement aircraft,,"An acrobatic plane pilot performs with the F-16 aircraft on Sept. 13, 2020. (Adem Altan/AFP via Getty Images)ANKARA, Turkey 〞 Turkey＊s procurement and defense authorities have launched a program designed to increase the structural life of the country＊s existing fleet of F-16 Block 30 jets from 8,000 flight hours to 12,000, the country＊s top procurement official announced.Ismail Demir, who leads the Presidency of Defence Industries, wrote in a Feb. 2 tweet that the comprehensive upgrade program would involve revisions, renewals, replacements and body reinforcement. ※The upgrades will cover 1,200 to 1,500 parts per aircraft,§ Demir said.Caglar Kurc, a Turkish defense analyst, said the upgrade program indicates Turkey＊s intention to keep the F-16s as its main aerial firepower until the country completes work on its planned indigenous fighter jet.※In addition to the F-16s, [armed and unarmed] drones could be used to support, particularly, anti-terror missions,§ Kurc said.Turkey has been seeking options for a new-generation fighter after it was suspended from the American-led, multinational Joint Strike Fighter program that builds the F-35 Lightning II.Turkish Aerospace Industries will perform the structural upgrades for the F-16s as part of an ongoing upgrade program. TAI is currently building 30 new F-16 Block 50+ aircraft for the Turkish Air Force and is running an upgrade program covering more than 160 F-16 Block 30/40/50 aircraft.Turkey＊s indigenous fighter program, dubbed TF-X (or MMU in its Turkish acronym), has been crawling over the past years due to technological failures and issues with know-how transfers. Turkish engineers must first select an engine for the planned aircraft before finalizing the design phase.TAI has been in talks with British engine-maker Rolls-Royce for engine know-how and co-production, but a final contract has yet to emerge.",,Burak Ege Bekdil ,2021/2/2,https://www.defensenews.com/air/2021/02/02/turkey-launches-f-16-life-extension-program-amid-lack-of-replacement-aircraft/
Companies seek end to haggling over FCAS rights with fresh offer this week,,"The full-scale jet fighter model of the Systeme de Combat Aerien Futur (SCAF), the French-German-Spanish new generation Future Combat Air System (FCAS), is presented during the 53rd International Paris Air Show at Le Bourget Airport near Paris, on June 17, 2019. (Eric Piermont/AFP via Getty Images)COLOGNE, Germany 每 Airbus and Dassault executives hope to finalize their offer for the next phase of the Future Combat Air System by the end of the week, putting to rest a dispute over the handling of intellectual property rights that has been simmering between partner nations Germany, France and Spain.At issue is whether countries participating in the development of mainland Europe＊s futuristic weapon system are free to use the technology to make adjustments of their own later on, said German Air Force Chief of Staff Lt. Gen. Ingo Gerhartz.※It should be clear that if we＊re developing a European system, there can be no black boxes,§ he said at an virtual press conference organized by German aerospace industry association BDLI. The term ※black box§ refers to technology purchased as-is, with no means by customers to understand, replicate or modify it.※It must be possible to hand intellectual property rights from branch of industry to another so that it＊s possible for all partners to make their own developments in the future,§ Gerhartz added.The tri-national FCAS program aims to replace the German Eurofighter and French Rafale fleets by 2040. As envisioned, it will consist of a next-generation manned jet and a series of drones, dubbed remote carriers, that can be tasked to work in concert on anything from reconnaissance to strike missions.Germany＊s Airbus and France＊s Dassault are the primary contractors for the program. As Europe＊s most ambitious weapons project ever, it is estimated to have a price tag in the hundreds of billions of euros. Spain is meant to be a full participant, with Indra as national lead, getting access to a third of the overall work share.Next up for the program is additional development work culminating in the presentation of a demonstrator aircraft and remote carriers by 2026 or 2027. Those could be simple, throw-away drones or more elaborate unmanned planes in the style of a ※loyal wingman§ to the human pilot, said Dirk Hoke, CEO of Airbus Defence and Space, at the same event.An agreement on intellectual property usage is needed both on the government and industry level before submitting an offer for the upcoming program stage. The idea is to find a compromise by Feb. 5, have the Berlin government submit the documentation to the Bundestag, Germany＊s parliament, for approval over the next few months, and get the green light to spend additional money before the summer break, Hoke said.Sign up for our Early Bird BriefGet the defense industry's most comprehensive news and information straight to your inboxSubscribeWhile Airbus is used to sharing its intellectual property rights when selling to the German government, partner nations, France and Spain handle those occasions differently. ※I＊m confident that we can find a common solution,§ Hoke said.Reinhard Brandl, a lawmaker of Bavaria＊s Christian Social Union who sits on the Bundestag＊s appropriations committee, said he shared the optimism but singled out IP rights as a continuing sticking point. ※We will look at the agreement very carefully,§ he said. ※We don＊t want to see unfavorable concessions just for the sake of an agreement.§Brandl belongs to a faction of German lawmakers who fear that domestic companies could lose out in a cooperative program with France. That is especially the case, following that logic, because Airbus, as the German lead contractor, is partly French to begin with.The French, meanwhile, have at times become frustrated with Germany＊s piecemeal approval process for FCAS funding, a dynamic that could become even more pronounced if money gets tight as a result of the coronavirus crisis.Thomas Jarzombek, the point person for aerospace policy at the Federal Ministry for Economic Affairs and Energy, said the program remains crucial for German industry, describing it as a recovery activity for companies post-COVID. ※It＊s become even more important than before,§ he said.Brandl said he still worries about spending cuts in the future, especially during development, as the defense ministry may seek opportunities for more near-term fixes to lagging readiness rates across the force. He proposed anchoring FCAS funding elsewhere in the federal government other than under the auspices of the Bundeswehr, at least until the program gets close to showing actual military utility.",,Sebastian Sprenger?,2021/2/1,https://www.defensenews.com/global/europe/2021/02/01/companies-seek-end-to-haggling-over-fcas-rights-with-fresh-offer-this-week/
US Air Force has a fix for two major KC-46 problems,,"A F-16 flown by Maj Spencer Bell, 40th Flight Test Squadron test pilot, receives fuel from a KC-46 Pegasus, above, during a flutter mission at Eglin Air Force Base, Fla., on Dec. 12, 2019. (Tech. Sgt. John Raven/U.S. Air Force)WASHINGTON 〞 Two of the KC-46 aerial refueling tanker＊s major technical problems may be in the rearview mirror.The U.S. Air Force on Feb. 1 announced it closed one of the Boeing-made aircraft＊s six category 1 deficiencies 〞 which indicate problems that impact operations or pose a safety risk 〞 and downgraded another to the lesser category 2 status.The two issues both revolve around components for the KC-46∩s Auxiliary Power Unit, or APU, which is manufactured by Honeywell. The first deficiency was logged after the Air Force documented APU duct clamps, which are located inside the tail of the aircraft, were becoming loose or cracking, Gen. Jacqueline Van Ovost said during a roundtable with reporters.The second problem involves the APU drain mast, which Van Ovost characterized as ※a small metal piece that＊s outside of the back of the airplane§ that was not properly welded and would come loose during flight.Ultimately, Boeing developed a new riveted duct clamp design similar to those used in the Boeing 777 fleet, the service said in a statement. After the Federal Aviation Administration certified the new part, the Air Force began retrofitting its KC-46s with the new duct clamps in October. Boeing has also started producing KC-46s with the new clamps on its line in Everett, Washington.※We worked with Boeing, they had an engineering fix, and they not only found the fix [and] tested it but about 70 percent of the fielded fleet have already been retrofitted, and the rest will be done very shortly,§ Van Ovost said.The Air Force in a statement said that the issue is no longer driving aircraft downtime or additional maintenance, and Van Ovost added that she is confident the new clamps will solve the problem.Boeing has also come up with an improved version of the drain mast, which is currently going through testing.Sign up for our Military Space ReportGet the latest news about space and strategic systemsSubscribe※They are working through the retrofit option right now,§ Van Ovost said. ※All of the airplanes that are flying right now and doing our testing, they all have that modification. And everything seems to be going well. So ＃ our engineering team has authorized to take that one off the list.§The KC-46 has four remaining category 1 deficiencies: two involving the Remote Vision System that are expected to be resolved when a new version of the system is rolled out in 2023; a problem with the stiffness of the air refueling boom that keeps it from being able to refuel some of the planes in the service＊s inventory; and an issue with fuel leaks.Boeing is locked into paying for all technical problems that cause it to exceed the $4.9 billion ceiling on the firm, fixed-price contract it signed in 2011. Thus, the company is financially responsible for fixing all deficiencies except for the boom issue, which is a change in the Air Force＊s requirements. So far, Boeing has racked up more than $5 billion in charges.The Air Force intends to buy 179 KC-46s and has amassed 42 so far. However, because the KC-46 is unable to fly in an operational capacity due to the number of deficiencies, the Air Force has opted to slow the transition of aircrews from legacy tankers to the KC-46, and is only accepting two aircraft from Boeing per month.※It＊s not just about iron. To get full operational capacity, it is about aircrew training, it＊s about maintenance crew training, our logistics support training and equipment. It＊s about our global supply chain around the world where we＊re going to be supporting these airplanes as they land. And it＊s about our facilities and our depot maintenance,§ Van Ovost said. ※For right now, I don＊t need to be in a hurry to take them at a faster rate than about two a month.§",,Valerie Insinna,2021/2/1,https://www.defensenews.com/air/2021/02/01/the-air-force-has-a-fix-for-two-of-its-major-kc-46-problems/
Lockheed＊s F-35 program head to lead aeronautics biz,,"Lockheed Martin employees work on the F-35 Joint Strike Fighter production line in Fort Worth, Texas. (U.S. Defense Contract Management Agency)WASHINGTON 〞 Lockheed Martin announced Jan. 29 the appointment of Greg Ulmer as the company＊s executive vice president of aeronautics, making him the top executive overseeing flagship aviation programs such as the F-35 Joint Strike Fighter as well as the secretive Skunk Works development shop.Ulmer, 56, has spent the past three years leading the F-35 program, Lockheed＊s largest effort and one of its biggest money makers. As vice president and general manager, Ulmer oversaw the program as the focus transitioned from development to driving down procurement and sustainment costs.He also previously worked as the head of operations at Skunk Works, the advanced development arm of Lockheed known for its work on secret projects.※With Greg＊s wide-ranging experience and impressive record of leadership, we are confident that Aeronautics will continue its legacy of success under his leadership,§ said Lockheed President and CEO Jim Taiclet.Ulmer replaces Michele Evans, who passed away earlier this month. Over the past two years, Evans had taken medical leaves of absence due to a cancer diagnosis. During those periods, Ulmer filled in as the head of the aeronautics business.He officially takes over the executive vice president role on Feb. 1, the company stated.Ulmer graduated from California Polytechnic State University with a bachelor＊s degree in aeronautical engineering and obtained a master＊s degree in business management from the University of Tennessee.In addition to Ulmer＊s appointment, the company announced that Taiclet will become chairman of the board on March 1, after former CEO Marillyn Hewson retires as executive chairman. Hewson will continue work as a strategic adviser to Taiclet until Feb. 28, 2022.",,Valerie Insinna,2021/1/29,https://www.defensenews.com/industry/2021/01/29/lockheeds-f-35-program-head-to-lead-aeronautics-biz/
Is Russia＊s defense industry too busy to take on another fighter jet project?,,"Russian MiG-31BM fighters fly over Red Square in Moscow on May 7, 2019, during a rehearsal for a military parade. The MiG-41 is expected to replace the jets. (Alexander Nemenov/AFP via Getty Images)Correction: A previous version of this story erroneously cited an analyst＊s view on China＊s and India＊s interest in the MiG-41. The analyst believes it＊s unlikely either country would want to participate in the aircraft＊s development.MOSCOW 〞 Rostec announced this week it has begun developing the MiG-41, a fifth-generation fighter jet set to replace Russia＊s MiG-31 jets currently in service. However, amid a number of other ongoing military aerospace projects, experts are questioning whether industry has the resources to produce the aircraft by its deadline of 2030.The MiG-31 fleet entered service in 1980 under the Soviet Armed Forces and was upgraded in 1990 to become the MiG-31BM. The MiG-41, originally developed by Rostec subsidiary United Aircraft Corporation, has long been expected to replace the aging jets. Work on the new aircraft started in 2010 with UAC＊s Mikoyan design bureau and Sokol aviation production plant, based in Nizhny Novgorod, about six hours＊ drive from Moscow.According to Russian news reports, the MiG-41 will be equipped with stealth technology, reach a speed of Mach 4-4.3, carry anti-satellite missiles, and be able to perform tasks in Arctic and near-space environments.If it enters service, the MiG-41 will be the country＊s second fifth-generation fighter after the Su-57, which was developed by UAC subsidiary Sukhoi Company and had its first flight test in 2010.The Su-57 crashed during a flight test in December 2019. The pilot has survived, leaving the plane on the catapult chair. Defense officials told the Vedomosti newspaper at that time that technical mishaps in the control system might have caused the accident. A governmental commission was founded to investigate the accident, but no public report was realized.That same year, the Russian military bought 76 Su-57 planes. The cost of a single Su-57 might be about 3 billion roubles (U.S. $40 million), Izvestia reported that year, citing defense sources. The plane is equipped with the AL-41F1 engine, which is also used on the Su-35 jet. However, the local Lyulka Design Bureau is currently developing a new engine for the Su-57.According to Ruslan Pukhov, the director of the Centre for Analysis of Strategies and Technologies, the primary focus of Russia＊s defense industry is to develop that engine. That main effort takes away much-needed resources for the new plane, he explained.Sign up for our Early Bird BriefGet the defense industry's most comprehensive news and information straight to your inboxSubscribeA London-based analyst echoed Pukhov＊s concerns, expressing skepticism that Russia ※will be able to develop, manufacture and introduce into service [the jet] in anything like the purported time frame.§Douglas Barrie, who focuses military aerospace for the International Institute for Strategic Studies, said Russia＊s aerospace sector is already committed to numerous projects, including further developing the Su-75, upgrading the Su-34, and modernizing various bombers such as the Tu-160 Blackjack, Tu-22M Backfire and Tu-95.※Some would argue that the sector has already more than enough to try to manage without the additional or a project potentially as complex as a new heavy interceptor, or indeed whether there would be realistic levels of funding for a program,§ he said.Defense News contacted the Russian Aircraft Corporation, a subsidiary of UAC involved in the MiG-41 project, but the firm declined to comment on the jet＊s development.For his part, Pukhov thinks the government should ditch its costly projects and instead appropriate funds to develop drones. ※This is the sphere where Russia is still behind,§ he said.He added that it＊s unlikely either China or India will want to cooperate on the MiG-41. The latter left a joint project to develop a fifth-generation fighter aircraft based on the Su-57 in 2018.Barrie also questioned the export potential of the MiG-41, saying the number of similar jets being built elsewhere is rapidly growing.※Even if such an aircraft were eventually to be developed, it would 〞 were it to meet the same role as the MiG-31BM Foxhound C 〞 have a very limited export appeal.§",,Alexander Bratersky,2021/1/29,https://www.defensenews.com/air/2021/01/29/is-russias-defense-industry-too-busy-to-take-on-another-fighter-jet-project/
Boeing＊s cost overruns on KC-46 now exceed initial contract with US Air Force,,"Capt. Wade Gallup, 7th Airlift Squadron pilot, approaches a KC-46 Pegasus during refueling training over central Washington state on Jan. 30, 2019. (Airman 1st Class Sara Hoerichs/U.S. Air Force)Edited on 1/27/21 at 1:44 p.m. to provide more details on the cost overrun.WASHINGTON 〞 With the Jan. 27 announcement of a new $275 million charge on the KC-46, Boeing has now paid as much in cost overruns for the troubled program as the U.S. Air Force invested in the tanker＊s development.The new charge, which the company reported as part of fourth-quarter 2020 earnings, means Boeing has now paid more than $5.0 billion out of pocket to pay for the myriad technical problems and production issues that have cropped up since the company won the program in 2011. Under the firm, fixed-price contract signed then, Boeing is responsible for paying for any costs in excess of the contract＊s $4.9 billion ceiling.The latest KC-46 overrun occurred ※primarily due to production inefficiencies including impacts of COVID-19 disruption,§ the company said.Steve Trimble of Aviation Week put together a list of KC-46 charges by year, finding that the program documented its largest overrun in 2020 despite seeing charges decrease to only $148 million in 2019.The company previously attributed $494 million in charges to the ongoing pandemic during the first, second and third quarters of 2020.The KC-46 is a commercial-derivative plane based on the Boeing 767 airliner. Because it is manufactured on the 767 production line in Everett, Washington, before undergoing military-specific upgrades, any slowdown in commercial plane volume also makes it more expensive to produce the KC-46.Sign up for our Early Bird BriefGet the defense industry's most comprehensive news and information straight to your inboxSubscribeBoeing President and CEO Dave Calhoun said in October he believed the KC-46 had moved past the technical problems that plagued the program over the past few years, and the tanker would prove to be an asset for the company after the pandemic had run its course.※The tanker has been a drag on us for three or four years in every way you can think of with respect to investors,§ he said at the time. ※But we are continuing to clear the hurdle with our customers with respect to its performance in their fleet and their need for that tanker.※That whole relationship, I believe, will begin to transition next year, and opposed to being a drag on our franchise 〞 which it＊s been 〞 I believe it will become a strength in our franchise.§In an message to Boeing employees on Wednesday, Calhoun pointed to some key wins in the defense and space sector, including the first flight of the MQ-25 tanker drone with an aerial refueling store, and the demonstration of the F/A-18 Super Hornet＊s ski jump launch capability for the Indian Navy.Over the past month, Boeing has inked contracts with the U.S. Air Force for the sixth and seventh lots of KC-46 production, raking in $3.8 billion for an additional 27 tankers.However, during the earnings call, Calhoun noted that analysts should not count on Boeing＊s defense business to generate a massive amount of near-term growth in the wake of the pandemic.※We continue to believe that we＊re going to have stable growth, admittedly at the lower end of the single digits. That＊s the best guidance that we can talk about because we do believe there is pressure that will ultimately come down as a result of all of the COVID spending here in the United States,§ he said.※But a large part of our business now is international market, and the order activity in those international markets is pushed to the right somewhat 〞 and almost entirely because of COVID-related stuff,§ he said. ※We still like our position because we have a lot of ongoing programs that the military and of course our defense [spending] bills have been kind to.§The Air Force plans to buy 179 KC-46 aircraft over the program of record. The first KC-46 was delivered to the service in 2019.",,Valerie Insinna,2021/1/27,https://www.defensenews.com/industry/2021/01/27/boeings-cost-overruns-on-kc-46-now-exceed-its-initial-contract-with-the-air-force/
"With new Air Force One planes still bare, Biden will choose between the jet＊s classic livery or a fresh paint scheme",,"A mockup of former President Donald Trump's preferred livery for the VC-25B was on display during a June 20, 2019 meeting between Trump and Canadian Prime Minister Justin Trudeau. (AP Photo/Evan Vucci)WASHINGTON 〞 One of the first queries posed to President Joe Biden＊s new administration was whether the president would seek to undo a controversial change to the iconic Air Force One paint scheme proposed by his predecessor, Donald Trump.For now, it＊s a question that the White House has no intention of answering.※I can confirm for you here the president has not spent a moment thinking about the color scheme of Air Force One,§ White House Press Secretary Jen Psaki told reporters during a press conference Friday. Psaki was first asked about the Air Force One＊s paint scheme shortly after Biden＊s inauguration on Jan. 20.Biden＊s ambivalence about the redesign of Air Force One is a sharp contrast to Trump, who made himself a notoriously visible character in the saga of the Air Force＊s presidential aircraft recapitalization program.After his election in 2016, Trump called for the program to be canceled due to high costs. He softened after meetings with Boeing executives, and in 2018 announced that the two new VC-25Bs 〞 designated Air Force One when carrying the president 〞 would be painted red, white and blue instead of the iconic blue and white scheme chosen by former First Lady Jacqueline Kennedy in the 1960s.※I said, ＆I wonder if we should use the same baby blue colors?＊ And we＊re not,§ Trump said during a 2018 interview on CBS News. ※It＊s going to be the top of the line, the top in the world. And it＊s going to be red, white and blue, which I think is appropriate.§So far, the Biden administration has not directed the Air Force to explore alternative livery designs for the new Air Force One planes, nor have officials indicated a plan to revert back to the Kennedy-era paint scheme, an Air Force spokeswoman said in response to questions from Defense News.However, that＊s also not a decision the Biden administration will have to make in the immediate future.Sign up for our Military Space ReportGet the latest news about space and strategic systemsSubscribeAircraft paint and interiors are included within the $3.9 billion firm, fixed-price contract that Boeing and the Air Force agreed to in July 2018, the Air Force stated. Every year, a portion of that funding is doled out to Boeing as it makes progress on the development and build of the two VC-25Bs.Boeing is still in the process of making major hardware modifications to the two Boeing 747-8 airliners that will become VC-25Bs 〞 including adding power upgrades, a medical facility, and various other classified technologies needed to transform a commercial plane into a flying fortress.The new Air Force One planes aren＊t slated to be ready for operations until 2024. That gives the new administration time to determine a final paint scheme for the VC-25B and deliver its decision to Boeing, which will then begin painting the aircraft.※The Air Force coordinates appearance options for VC-25B external paint livery and interiors with the White House Military Office. The Air Force will not speculate on VC-25B decisions to be made by the new administration or potential costs associated with unknown future decisions,§ a service spokeswoman said, adding that ※the Air Force is prepared for discussions with the new administration about the VC-25B program.§Another source with knowledge of the program clarified further that the paint for the plane has not been ordered, as the Air Force has not provided contractual guidance to Boeing on a final livery design.During a roundtable with reporters Jan. 19, Ellen Lord, who served as the Pentagon＊s top acquisition official during the Trump administration, downplayed the impact Trump had on the Air Force One replacement program.※The president had a lot of interest on a few programs. I don＊t think he influenced the programmatics,§ Lord said. ※What he was interested in was the presidential aircraft. I was in the Oval for a meeting on that. But he, frankly, was focused on performance and the look of the aircraft, the color scheme and so forth.§The Air Force estimates that it will spend a total of $5.3 billion on the Air Force One replacement program. That sum includes government testing, training, initial spares and military construction activities that were not baked into the $3.9 billion contract with Boeing for the two new aircraft.By the end of fiscal year 2021, the service will have obligated $3.81 billion on the program.",,Valerie Insinna,2021/1/25,https://www.defensenews.com/air/2021/01/25/with-new-air-force-one-planes-still-bare-it-will-be-up-to-biden-to-choose-between-the-jets-classic-livery-or-a-fresh-paint-scheme/
