type,number,name,foreign name,state,company,time
US military standards MIL,MS 25398-1982(R1996),"Handles,Control,Aircraft,Reverse Thrust,(Jet)","HANDLES,CONTROL,AIRCRAFT,REVERSE THRUST,(JET)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/11/26
US military standards MIL,MIL-DTL-3628/255-2020,"Badge, Occupational, Remotely Piloted Aircraft Sensor Operator, U.S. Air Force","BADGE, OCCUPATIONAL, REMOTELY PILOTED AIRCRAFT SENSOR OPERATOR, U.S. AIR FORCE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/6/1
US military standards MIL,MS 33559-1989(R1999),"Adapter, Aircraft, Jacking Point, Design And Installation Of","ADAPTER, AIRCRAFT, JACKING POINT, DESIGN AND INSTALLATION OF",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/11/1
US military standards MIL,MS 28105-2006(R2016),"Cover Glass, Aircraft Instrument Dial","COVER GLASS, AIRCRAFT INSTRUMENT DIAL",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/4/4
US military standards MIL,MS 14292-1984(R1995),"Wire, Nonelectrical, Square, Alloy Steel 4130 4030 Chrome- Molybdenum (Aircraft Quality)","WIRE, NONELECTRICAL, SQUARE, ALLOY STEEL 4130 4030 CHROME- MOLYBDENUM (AIRCRAFT QUALITY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1995/6/23
US military standards MIL,MS 26533-1978(R1996),"Tire, Pneumatic, Aircraft, 26 X 6.6, Type Vii (Navy)","TIRE, PNEUMATIC, AIRCRAFT, 26 X 6.6, TYPE VII (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/25
US military standards MIL,DI-ILSS-80379-1987(R2019),Aircraft Inventory Record (Air),AIRCRAFT INVENTORY RECORD (AIR),effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/25
US military standards MIL,MS 25384-1973(R1999),"Electrostatic Discharger Jumper, Fuel Nozzle-To-Aircraft","ELECTROSTATIC DISCHARGER JUMPER, FUEL NOZZLE-TO-AIRCRAFT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/3/18
US military standards MIL,DI-MISC-81281-1992,Aircraft Trainer Criteria Report,AIRCRAFT TRAINER CRITERIA REPORT,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/8/7
US military standards MIL,AN 2555-1944(R2003),Nozzle-Aircraft Fueling,NOZZLE-AIRCRAFT FUELING,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2003/7/29
US military standards MIL,AND 10230-1954(R1994),Reference Chart-Aircraft Engine Accessory Drives,REFERENCE CHART-AIRCRAFT ENGINE ACCESSORY DRIVES,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/8/22
US military standards MIL,DI-SESS-82296-2019,Direct Parts (Aircraft And Engines) And Material Monthly Status Report,DIRECT PARTS (AIRCRAFT AND ENGINES) AND MATERIAL MONTHLY STATUS REPORT,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/10/3
US military standards MIL,QPL-7198-1956(R1966),"Test Stand, Aircraft Generator, 30 H.P.","TEST STAND, AIRCRAFT GENERATOR, 30 H.P.",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1966/6/6
US military standards MIL,MIL-G-7118-1962,"Grease, Aircraft Gear And Actuator Screw, For Low And High Temperatures","GREASE, AIRCRAFT GEAR AND ACTUATOR SCREW, FOR LOW AND HIGH TEMPERATURES",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1962/6/19
US military standards MIL,MIL-E-8596-1954,"Engine, Aircraft, Turboprop, Acceptance Tests For (Asg)","ENGINE, AIRCRAFT, TURBOPROP, ACCEPTANCE TESTS FOR (ASG)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1954/9/3
US military standards MIL,MIL-C-7974/4-1994(R2006),"Cable Assembly, External Electric Power, Aircraft, Single-Jacketed115/200 Volt, 400 Hertz","CABLE ASSEMBLY, EXTERNAL ELECTRIC POWER, AIRCRAFT, SINGLE-JACKETED115/200 VOLT, 400 HERTZ",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/2/20
US military standards MIL,MIL-C-5056-1950(R1996),"Coating, Permanent Resin; Process For Application Of, To Aircraft Parts","COATING, PERMANENT RESIN; PROCESS FOR APPLICATION OF, TO AIRCRAFT PARTS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/8/28
US military standards MIL,DI-MGMT-81826-2018,F/A-18 And Ea-18 Aircraft / System Program Protection Implementation Plan,F/A-18 and EA-18 AIRCRAFT / SYSTEM PROGRAM PROTECTION IMPLEMENTATION PLAN,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/6/12
US military standards MIL,MIL-C-22442/30-1988(R1991),"Cable Assembly, Radio Frequency (Aircraft Audio), Cx-13155/A And Cx-13164/A","CABLE ASSEMBLY, RADIO FREQUENCY (AIRCRAFT AUDIO), CX-13155/A AND CX-13164/A",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/5/24
US military standards MIL,MIL-B-5612-1961,"Brush: Cleaning, Aircraft","BRUSH: CLEANING, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1961/3/20
US military standards MIL,MIL-B-83787-1972(R1920),"Belt, Aircraft Safety, Lap, Troop, Types Md-1 And Md-2","BELT, AIRCRAFT SAFETY, LAP, TROOP, TYPES MD-1 AND MD-2",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1920/10/19
US military standards MIL,MIL-T-8676-1953,Testing Of Aircraft Rocket Launchers,TESTING OF AIRCRAFT ROCKET LAUNCHERS,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1953/10/31
US military standards MIL,MIL-E-5010-1959,"Engines, Aircraft, Turbojet, Acceptance Test For","ENGINES, AIRCRAFT, TURBOJET, ACCEPTANCE TEST FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1959/1/22
US military standards MIL,DOD I 4151.13-1973(R1984),Policies Governing Retreading/Maint/Aircraft Tire,POLICIES GOVERNING RETREADING/MAINT/AIRCRAFT TIRE,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/12/31
US military standards MIL,MIL-F-5656-1951,"Felt, Wool (For Aircraft Applications)","FELT, WOOL (FOR AIRCRAFT APPLICATIONS)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1951/9/25
US military standards MIL,MIL-L-24560/1-1981(R2005),"Light, Aircraft Warning, Red, 120 Volts, 90 Watts, Six Lamps, Symbol 160.1","LIGHT, AIRCRAFT WARNING, RED, 120 VOLTS, 90 WATTS, SIX LAMPS, SYMBOL 160.1",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2005/5/10
US military standards MIL,MIL-F-83860/2-1977(R1998),"Filter Elements, Fluid Pressure, Hydraulic, Aircraft, Disposable, 5 Micron Absolute","FILTER ELEMENTS, FLUID PRESSURE, HYDRAULIC, AIRCRAFT, DISPOSABLE, 5 MICRON ABSOLUTE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/2/2
US military standards MIL,MIL-STD-1557-1983(R1993),Designation Of Aircraft Propulsion Reciprocating Engines,DESIGNATION OF AIRCRAFT PROPULSION RECIPROCATING ENGINES,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1993/7/16
US military standards MIL,MIL-C-46950-1963,"Catapult, Aircraft Ejection Seat, M10 Assembly","CATAPULT, AIRCRAFT EJECTION SEAT, M10 ASSEMBLY",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1963/11/12
US military standards MIL,AN-L-32-1947(R1948),Lubrication Of Aircraft; General Specification,LUBRICATION OF AIRCRAFT; GENERAL SPECIFICATION,,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1948/11/8
US military standards MIL,MIL-S-8696-1954(R1964),"Steel, Wire, Chrome-Vanadium, 6150 (Aircraft Quality)","STEEL, WIRE, CHROME-VANADIUM, 6150 (AIRCRAFT QUALITY)",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1964/6/14
US military standards MIL,A-A-59240-2010(R2016),"Composite Repair Set, Aircraft (Dual Zone, Class 1 Div 2)","COMPOSITE REPAIR SET, AIRCRAFT (DUAL ZONE, CLASS 1 DIV 2)",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/6/13
US military standards MIL,MIL-B-8075-1971(R2019),"Brake Control Systems, Antiskid, Aircraft Wheels, Instructions For Preparation Of Specifications For","BRAKE CONTROL SYSTEMS, ANTISKID, AIRCRAFT WHEELS, INSTRUCTIONS FOR PREPARATION OF SPECIFICATIONS FOR",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/4
US military standards MIL,MIL-STD-841-1971(R1996),Marking Of Aircraft Missile Propulsion Sys Parts,MARKING OF AIRCRAFT MISSILE PROPULSION SYS PARTS,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/5/18
US military standards MIL,MIL-V-7899-1979(R2008),"Valve, Check, Aircraft Fuel System *** Inactive For New Design ***","VALVE, CHECK, AIRCRAFT FUEL SYSTEM *** INACTIVE FOR NEW DESIGN ***",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2008/7/9
US military standards MIL,MIL-V-7908-1980(R1988),"Valves, Aircraft Low Pressure Oxygen Systems","VALVES, AIRCRAFT LOW PRESSURE OXYGEN SYSTEMS",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/2/5
US military standards MIL,MIL-B-23958-1967(R2017),"Brush, Cleaning, Aircraft, Metal Brightening","BRUSH, CLEANING, AIRCRAFT, METAL BRIGHTENING",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2017/1/17
US military standards MIL,MIL-DTL-9490-2008(R2019),"Flight Control Systems - Design, Installation And Test Of Piloted Aircraft, General Specification For","FLIGHT CONTROL SYSTEMS - DESIGN, INSTALLATION AND TEST OF PILOTED AIRCRAFT, GENERAL SPECIFICATION FOR",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/4/9
US military standards MIL,MIL-H-8810-1977(R2012),"Handles, Control, Aircraft","HANDLES, CONTROL, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2012/2/15
US military standards MIL,MIL-L-81174-1993(R2019),"Lights, Landing, Aircraft, Retractable","LIGHTS, LANDING, AIRCRAFT, RETRACTABLE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/28
US military standards MIL,MIL-M-48885-1975(R2013),"Mine Dispersing Subsystem Aircraft, Training M133","MINE DISPERSING SUBSYSTEM AIRCRAFT, TRAINING M133",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2013/10/18
US military standards MIL,MIL-DTL-9398-2007(R2012),"Generator, Tachometer, Two-Pole, High Temperature, Aircraft","GENERATOR, TACHOMETER, TWO-POLE, HIGH TEMPERATURE, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2012/8/14
US military standards MIL,DI-SESS-82321-2020,Air Vehicle Flight Performance Description Report For Rotorcraft And Propeller-Driven Fixed-Wing Aircraft,AIR VEHICLE FLIGHT PERFORMANCE DESCRIPTION REPORT FOR ROTORCRAFT AND PROPELLER-DRIVEN FIXED-WING AIRCRAFT,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/6/10
US military standards MIL,MIL-DTL-81940/4-2011(R2016),"Valve, Sampling And Bleed, Hydraulic, 3000 Psi Non-Aircraft Applications","VALVE, SAMPLING AND BLEED, HYDRAULIC, 3000 PSI NON-AIRCRAFT APPLICATIONS",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2016/7/14
US military standards MIL,MS 28938-1967(R2011),"Fuse, Limited Type, Enclosed Link, Intermediate Rating, Aircraft","FUSE, LIMITED TYPE, ENCLOSED LINK, INTERMEDIATE RATING, AIRCRAFT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2011/2/25
US military standards MIL,MS 22005-1987(R1998),"Bar, Adjuster, Lap Aircraft Safety Belt","BAR, ADJUSTER, LAP AIRCRAFT SAFETY BELT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/2/28
US military standards MIL,MS 14161-1986(R1996),"Tire, Aircraft 22 X 6.75-10, 135 Knots (Navy)","TIRE, AIRCRAFT 22 X 6.75-10, 135 KNOTS (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 3379-1981(R1996),"Tire,Pneumatic,Aircraft,Rebuilt 18X5.7 (247 Mph)","TIRE,PNEUMATIC,AIRCRAFT,REBUILT 18X5.7 (247 MPH)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 3380-1981(R1996),"Tire,Pneumatic,Aircraft,Rebuilt,20 X 5.5,Type Vii","TIRE,PNEUMATIC,AIRCRAFT,REBUILT,20 X 5.5,TYPE VII",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 33785-1970(R1995),"Instrument Arrangement, Standard, Basic For Fixed And Rotary Wing Aircraft","INSTRUMENT ARRANGEMENT, STANDARD, BASIC FOR FIXED AND ROTARY WING AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1995/9/28
US military standards MIL,MIL-T-8652-1959(R1988),"Tiedown, Cargo, Aircraft, 5,000-Lb Capacity Type-1","TIEDOWN, CARGO, AIRCRAFT, 5,000-LB CAPACITY TYPE-1",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/2/5
US military standards MIL,MIL-T-21596-1958(R1987),"Turntable, Aircraft, Compass Compensating, Type C","TURNTABLE, AIRCRAFT, COMPASS COMPENSATING, TYPE C",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/12/4
US military standards MIL,MIL-A-6425B-1959,"Adapter, Pressure Fuel Servicing, Aircraft,","Adapter, Pressure Fuel Servicing, Aircraft,",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/11/13
US military standards MIL,MIL-A-83116A-1971,"Air Conditioning Subsystems, Air-Cycle, Aircraft","Air Conditioning Subsystems, Air-Cycle, Aircraft",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/5/18
US military standards MIL,MIL-I-82356/19-1969(R1986),"Instruments, Simulated, Aircraft Training Devices;","INSTRUMENTS, SIMULATED, AIRCRAFT TRAINING DEVICES;",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/11/7
US military standards MIL,MIL-I-82356/1-1969(R1986),"Instruments, Simulated, Aircraft Training Devices:","INSTRUMENTS, SIMULATED, AIRCRAFT TRAINING DEVICES:",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/11/7
US military standards MIL,MIL-I-82356/10-1969(R1986),"Instruments, Simulated, Aircraft Training Devices;","INSTRUMENTS, SIMULATED, AIRCRAFT TRAINING DEVICES;",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/11/7
US military standards MIL,MIL-I-82356/11-1969(R1986),"Instruments, Simulated, Aircraft Trining Devices;","INSTRUMENTS, SIMULATED, AIRCRAFT TRINING DEVICES;",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/11/7
US military standards MIL,MIL-P-18942A-1971,Propellant For 20Mm Anti - Aircraft Gun Mark 12,Propellant For 20Mm Anti - Aircraft Gun Mark 12,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/7/8
US military standards MIL,MIL-T-7181-2000(R1984),"Tie Down, Cargo, Aircraft, Type A-1A","TIE DOWN, CARGO, AIRCRAFT, TYPE A-1A",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/7/30
US military standards MIL,MIL-D-50255-1969,"Dispenser And Mine, Aircraft: Cbu-42/A, Loading..","Dispenser And Mine, Aircraft: Cbu-42/A, Loading..",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/4/30
US military standards MIL,MIL-A-26975B-1984,"Accessory Kit, Aircraft Weighing, Type Mb-1","Accessory Kit, Aircraft Weighing, Type Mb-1",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1984/3/15
US military standards MIL,MIL-D-60472-1967,"Dispenser & Bomb,Aircraft,Cbu-29/B Loading,Assy.","Dispenser & Bomb,Aircraft,Cbu-29/B Loading,Assy.",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/10/26
US military standards MIL,MIL-D-50993-1975,"Dispenser And Bomb, Aircraft Cbu-75A/B Loading,","Dispenser And Bomb, Aircraft Cbu-75A/B Loading,",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/9/15
US military standards MIL,MIL-D-60466-1967,"Dispenser And Bomb, Aircraft, Cbu-24/B Loading","Dispenser And Bomb, Aircraft, Cbu-24/B Loading",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/9/15
US military standards MIL,MIL-D-50800-1970,Dispenser And Bomb: Aircraft: Cbu-7A/A; Tube Assem,Dispenser And Bomb: Aircraft: Cbu-7A/A; Tube Assem,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1983/8/30
US military standards MIL,MIL-T-27641A-1978,"Truck, Aircraft Engine-Propeller Handling A/S32M-6","Truck, Aircraft Engine-Propeller Handling A/S32M-6",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/10/29
US military standards MIL,MIL-T-21063-1982,"Tiedown,Aircraft Mooring,Type Td-1A","TIEDOWN,AIRCRAFT MOORING,TYPE TD-1A",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/5/25
US military standards MIL,MS 27605-1982,"Seal,Aircraft Wheel Bearings (Large Diameter)","SEAL,AIRCRAFT WHEEL BEARINGS (LARGE DIAMETER)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/4/26
US military standards MIL,MIL-M-6597C-1969,"Maintenance Platform,Aircraft,Fixd Height,Type C-1","Maintenance Platform,Aircraft,Fixd Height,Type C-1",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/2/1
US military standards MIL,MIL-P-5952-2000,"Plastic Areas,Transparent,Aircraft","Plastic Areas,Transparent,Aircraft",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1981/9/25
US military standards MIL,MIL-B-81757/6A-1979,Batterym Storage Aircraft Nickel-Cadium Cover,Batterym Storage Aircraft Nickel-Cadium Cover,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1981/7/31
US military standards MIL,MIL-T-25783-1966(R1981),"Tank,Fuel,Aircraft & Missile Non-Self-Sealng.Hi-Tp","TANK,FUEL,AIRCRAFT & MISSILE NON-SELF-SEALNG.HI-TP",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1981/6/2
US military standards MIL,QPL-8377-1953(R1967),"Watt-Varmeter, Alternating Current, Type A-1 (400 Cycle-Aircraft)","WATT-VARMETER, ALTERNATING CURRENT, TYPE A-1 (400 CYCLE-AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1967/7/17
US military standards MIL,MIL-T-25960A-1958,"Tiedown, Cargo, Aircraft, Type Mb-2, 25,000 Lb","Tiedown, Cargo, Aircraft, Type Mb-2, 25,000 Lb",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1967/1/30
US military standards MIL,MIL-T-28612E-1984,"Truck,Tank; Aircraft Refueling, 5,000 Gallon, Avgas Or Jet Fuel, 6 By 4, Ded","Truck,Tank; Aircraft Refueling, 5,000 Gallon, Avgas Or Jet Fuel, 6 By 4, Ded",abolish,,
US military standards MIL,MIL MS91527B,"Mount, Vibration, Cup-Type, Classes A-B (For Use With Electronic Equipment In Aircraft) (Superseding Ms91527A)","Mount, Vibration, Cup-Type, Classes A-B (For Use With Electronic Equipment In Aircraft) (Superseding Ms91527A)",,,
US military standards MIL,MIL MS91402A,"Case, Small-Size (For Use With Electronic Equipment In Aircraft) (No S/S Document) (Superseding Ms91402)","Case, Small-Size (For Use With Electronic Equipment In Aircraft) (No S/S Document) (Superseding Ms91402)",,,
US military standards MIL,MIL MS90379F,"Batteries, Storage, Aircraft, Two Part, Threaded Post Connected, Large (No S/S Document) (Superseding Ms90379E)","Batteries, Storage, Aircraft, Two Part, Threaded Post Connected, Large (No S/S Document) (Superseding Ms90379E)",,,
US military standards MIL,MIL MS90328F,"Cable Assembly External Electric Power, Aircraft 115/200 Volt, 400 Hertz (S/S By Ms90328G)","Cable Assembly External Electric Power, Aircraft 115/200 Volt, 400 Hertz (S/S By Ms90328G)",,,
US military standards MIL,MIL MS90304E,"Generator System, 20 Kva, 400 Hertz, Alternating Current, Integrally Excited, Brushless Type, Aircraft, Self Cooled (Superseding Ms90304D)","Generator System, 20 Kva, 400 Hertz, Alternating Current, Integrally Excited, Brushless Type, Aircraft, Self Cooled (Superseding Ms90304D)",,,
US military standards MIL,MIL-D-14904 Notice 1 - Cancellation,"Dispenser And Bomb, Aircraft: Cbu-29C/B Loading, Assembling And Packing (No S/S Document)","Dispenser And Bomb, Aircraft: Cbu-29C/B Loading, Assembling And Packing (No S/S Document)",,,
US military standards MIL,MIL-D-14962A Notice 1 - Cancellation,"Dispenser And Bomb, Aircraft Cbu-24 B/B, Cbu-29 B/B And Cbu-49 B/B Loading, Assembling And Packing (No S/S Document) (Superseding Mil-D-14962)","Dispenser And Bomb, Aircraft Cbu-24 B/B, Cbu-29 B/B And Cbu-49 B/B Loading, Assembling And Packing (No S/S Document) (Superseding Mil-D-14962)",,,
US military standards MIL,MIL-D-14966A Notice 1 - Cancellation,"Dispenser And Bomb, Aircraft: Cbu-24C/B, Cbu-29C/B And Cbu-49C/B (No S/S Document) (Superseding Mil-D-14966)","Dispenser And Bomb, Aircraft: Cbu-24C/B, Cbu-29C/B And Cbu-49C/B (No S/S Document) (Superseding Mil-D-14966)",,,
US military standards MIL,MIL-DTL-25677G-2019,"Adapter, Cap, And Nozzle, Pressure Lubricating Oil Servicing, Aircraft, General Specification For","Adapter, Cap, And Nozzle, Pressure Lubricating Oil Servicing, Aircraft, General Specification For",effective,,
US military standards MIL,MIL-N-38439A-1966,"Nozzle, Water Hose, Servicing, Aircraft Grk-14/S32A-2","Nozzle, Water Hose, Servicing, Aircraft Grk-14/S32A-2",abolish,,
US military standards MIL,MIL-STD-698B-1977,Quality Standards For Aircraft Pneumetic Tires And Inner Tubes,Quality Standards For Aircraft Pneumetic Tires And Inner Tubes,abolish,,
US military standards MIL,MIL-STD-765A-1967,"Compass Swinging Aircraft, General Requirements For","Compass Swinging Aircraft, General Requirements For",abolish,,
US military standards MIL,MIL-STD-850B-1984,Aircrew Station Vision Requirements For Military Aircraft,Aircrew Station Vision Requirements For Military Aircraft,abolish,,
US military standards MIL,MIL-DTL-27443G-2019,"Pallets, Cargo, Aircraft, Type Hcu-6/E","Pallets, Cargo, Aircraft, Type Hcu-6/E",effective,,
US military standards MIL,MIL MS39017,"Ferrule, Electrical Conduit:  Spark Plug Cable Elbow (Other Than Aircraft)(No S/S Document)","Ferrule, Electrical Conduit:  Spark Plug Cable Elbow (Other Than Aircraft)(No S/S Document)",,,
US military standards MIL,MIL-D-48042-1972,"Dispenser And Bomb, Aircraft: Cbu-52/B Loading, Assembling And Packing","Dispenser And Bomb, Aircraft: Cbu-52/B Loading, Assembling And Packing",abolish,,
US military standards MIL,MIL-R-60897-1968,"Remover, Aircraft Canopy M8A1:Metal Parts Assembly (Conversion)","Remover, Aircraft Canopy M8A1:Metal Parts Assembly (Conversion)",abolish,,
US military standards MIL,MIL-PRF-21480/24-2010,"Generator System, Alternating Current Integrally Excited, Brushless (P-3 Aircraft)","Generator System, Alternating Current Integrally Excited, Brushless (P-3 Aircraft)",effective,,
US military standards MIL,MIL-C-6386 Notice 1 - Cancellation,"Container, Aircraft Fire Extinguisher, Bromochloromethane, Type B-1A (No S/S Document)","Container, Aircraft Fire Extinguisher, Bromochloromethane, Type B-1A (No S/S Document)",,,
US military standards MIL,MIL MS3388A,"Retread Tire - Aircraft, 44 X 13 (200 Mph) Type Vii (Navy) (No S/S Document) (Superseding Ms3388)","Retread Tire - Aircraft, 44 X 13 (200 Mph) Type Vii (Navy) (No S/S Document) (Superseding Ms3388)",,,
US military standards MIL,MIL-M-5776C-1990,"Maintenance Platform, Aircraft Adjustable, 13 To 20 Feet Type B-2","Maintenance Platform, Aircraft Adjustable, 13 To 20 Feet Type B-2",abolish,,
US military standards MIL,MIL-T-25783C-1966,"Tank,Fuel,Aircraft & Missile Non-Self-Sealng.Hi-Tp","Tank,Fuel,Aircraft & Missile Non-Self-Sealng.Hi-Tp",abolish,,
US military standards MIL,MIL-PRF-49450/11-2000,"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-476/A","Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-476/A",effective,,
US military standards MIL,MIL MS14297,"Bar, Metal, Hexagon, Alloy Steel 4130 Chrome Molybdenum (Aircraft Quality) (No S/S Document)","Bar, Metal, Hexagon, Alloy Steel 4130 Chrome Molybdenum (Aircraft Quality) (No S/S Document)",,,
US military standards MIL,MIL-P-15641A-1952,"Pump, Rotary (Aircraft Defueling)","Pump, Rotary (Aircraft Defueling)",abolish,,
US military standards MIL,MIL-T-21063A-1982,"Tiedown,Aircraft Mooring,Type Td-1A","Tiedown,Aircraft Mooring,Type Td-1A",abolish,,
US military standards MIL,MIL MS26520,"Handles, Control, Aircraft Supercharger, Large (No S/S Document)","Handles, Control, Aircraft Supercharger, Large (No S/S Document)",,,
US military standards MIL,MIL MS21444,"Tire, Pneumatic, Aircraft, 36X11","Tire, Pneumatic, Aircraft, 36X11",,,
US military standards MIL,MIL-P-21698A-1960,"Paint, Fluoroescent, For Aircraft, Process For Application","Paint, Fluoroescent, For Aircraft, Process For Application",abolish,,
US military standards MIL,MIL-D-60450-1967,"Dispenser And Bomb, Aircraft Cbu-24A/B Loading,","Dispenser And Bomb, Aircraft Cbu-24A/B Loading,",abolish,,
US military standards MIL,MIL-PRF-49450/14-2000,"Battery Cell, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-648A/A","Battery Cell, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-648A/A",effective,,
US military standards MIL,MIL-PRF-63005E Notice 1 - Validation,"Manuals, Technical: Preparation For Shipment Of Army Aircraft","Manuals, Technical: Preparation For Shipment Of Army Aircraft",,,
US military standards MIL,MIL-PRF-63005E Notice 2 - Validation,"Manuals, Technical: Preparation For Shipment Of Army Aircraft","Manuals, Technical: Preparation For Shipment Of Army Aircraft",,,
US military standards MIL,MIL MS14295,"Bar, Metal, Square, Alloy Steel 4130 Chrome Molybdenum (Aircraft Quality) (No S/S Document)","Bar, Metal, Square, Alloy Steel 4130 Chrome Molybdenum (Aircraft Quality) (No S/S Document)",,,
US military standards MIL,MIL MS90489B,"Wrench, Plug, Electrolyte Access Hole, Cell, Aircraft Alkaline Storage Battery (Superseding Ms90489A)","Wrench, Plug, Electrolyte Access Hole, Cell, Aircraft Alkaline Storage Battery (Superseding Ms90489A)",,,
