title,content,type,time
A New Method for Control Allocation of Aircraft Flight Control System,"The next generation of aircraft with a large number of effectors will require advanced methods for control allocation (CA) to compute the effectors' commands needed to follow the desired objective while respecting associated constraints. Currently, the main challenge of the CA is to achieve low enough computation time with a deterministically optimal result for a real-time application. In this paper, at first, we cast the CA as a nonlinear convex programming problem which depicts the desired objective function subject to three-axis moment demands and the limits of effectors' movement; then we develop a computationally tractable method for real-time application on the CA of the aircraft flight control system. The method can analytically and deterministically give one optimal solution for the CA and prove this optimal solution to be guaranteed within a certainly maximal computation time. Numerical testing results based on Boeing C-17 transport aircraft and Lockheed-Martin tailless fighter models demonstrate that the method is effective in terms of its computational efficiency, accuracy, and reliability.",Fighter,2020
AESA radar and IRST against low observable threats,"PurposeModern fighter aircraft using active electronically scanned array (AESA) fire control radars are able to detect and track targets at long ranges, in the order of 50 nautical miles or more. Low observable or stealth technology has contested the radar capabilities, reducing detection/tracking ranges roughly to one-third (or even less, for fighter aircraft radar). Hence, infrared search and track (IRST) systems have been reconsidered as an alternative to the radar. This study aims to explore and compare the capabilities and limitations of these two technologies, AESA radars and IRST systems, as well as their synergy through sensor fusion.Design/methodology/approachThe AESA radar range is calculated with the help of the radar equation under certain assumptions, taking into account heat dissipation requirements, using the F-16 fighter as a case study. Concerning the IRST sensor, a new model is proposed for the estimation of the detection range, based on the emitted infrared radiation caused by aerodynamic heating.FindingsThe maximum detection range provided by an AESA radar could be restricted because of the increased waste heat which is produced and the relevant constraints concerning the cooling capacity of the carrying aircraft. On the other hand, IRST systems exhibit certain advantages over radars against low observable threats. IRST could be combined with a datalink with the help of data fusion, offering weapons-quality track.Originality/valueAn original approach is provided for the IRST detection range estimation. The AESA/IRST comparison offers valuable insight, while it allows for more efficient planning, at the military acquisition phase, as well as at the tactical level.",Fighter,2020
Numerical Simulation of the Aerodynamic Influence of Aircrafts During Aerial Refueling with Engine Jet,"Aerial refueling technology has been widely applied in various fields and it is one of the hotspots but difficulties for the aeronautical technologies. DLR-F6 WBNP model is used as a tanker and a fighter model is used as a receiver. The flow field of Probe-Drogue refueling and Flying Boom refueling is numerically simulated using the Reynolds-averaged Navier-Stokes equations, and the effects of the jet flow and the aerodynamic characteristics of the receiver are taken into consideration. The results indicate that the effect of downwash of the tanker reduces the lift coefficient and decreases the pitching moment coefficient of the receiver. The jet flow of tanker increases the dynamic pressure while decreases the local angle of attack, which increases the pressure difference between the upper and lower surfaces of receiver. Compared with the results without jet, the jet flow can increase the lift and the drag of the receiver and reduces the pitching moment, and even cause the change of rolling moment direction. Therefore, engine jet is an important factor when simulating aerial refueling.",Fighter,2020
Reliability Analysis of Aero-Engine Compressor Rotor System Considering Cruise Characteristics,"This paper develops an improved dynamic reliability model for compressor rotor system, defined as a ""unconventional active system"" here. First, regarding to the variety of system-component connections, system specific reliability modeling technique is presented, in which the stress and strength are both nonnegative stochastic processes. The new model fully considers the load characteristics of rotor blades, and inherently embodied the effect of the statistical dependence between the failures of the rotor blades. Then, calculated by the new model, the relationship between reliability and time, and that between the hazard rate and time, for a compressor rotor system are discussed, respectively. Comparing to the traditional series system reliability model, the new system reliability model developed in this paper has higher accuracy for compressor rotor system, since the traditional models neglect the difference between compressor rotor system and traditional active system. Moreover, in order to master the cruise characteristics of the aero-plane during reliability analysis of its compressor rotor blade set, a flight cruise is separated into several stages based on the value of Mach number and its change rate, and a subsection solution method is innovatively proposed accordingly. At the end of the paper, a certain cruise of fighter plane is analyzed to verify the accuracy of the new method. The results show that, as to a flight cruise with different stages, the new method is basically reasonable to most of the load histories, especially for the situation with impact loads existing.",Fighter,2020
Application of Fuzzy Reference Ideal Method (FRIM) to the military advanced training aircraft selection,"When a nation needs to acquire a new military training aircraft for its Air Force, many factors must be taken into account. This requires a good command of conflicting factors, which can benefit from the domain of Multi-Criteria Decision Making (MCDM). However, some criteria involved in the assessment process are often imprecise or vague and the use of linguistic terms characterized by fuzzy numbers could be advisable. The aim of this research is thus to extract the best of a combination of Fuzzy MCDM approaches with the aim of solving a real decision problem of interest for the Spanish Air Force, specifically, the selection of the best military advanced training aircraft, based on a set of criteria of differing natures. This decision problem involves, on the one hand, quantitative or technical criteria (combat ceiling, operational speed, take-off race, etc.) and, on the other hand, qualitative criteria (maneuverability, ergonomics, etc.) based on the experience of a set of flight instructors of the 23rd Fighter and Attack Training Wing, collected via questionnaires. The Analytic Hierarchy Process (AHP) is applied to obtain the weights of the criteria, whereas the Reference Ideal Method (RIM) and its Fuzzy version (FRIM) are used to evaluate the alternatives based on a reference ideal alternative defined by the flight instructors mentioned above. As a result, the Italian Alenia Aermacchi M-346 Master aircraft was selected as the best option. (C) 2020 Elsevier B.V. All rights reserved.",Fighter,2020
Cognitive Workload Analysis of Fighter Aircraft Pilots in Flight Simulator Environment,"Maintaining and balancing an optimal level of workload is essential for completing the task productively. Fighter aircraft is one such example, where the pilot is loaded heavily both physically (due to G manoeuvering) and cognitively (handling multiple sensors, perceiving, processing and multi-tasking including communications and handling weapons) to fulfill the combat mission requirements. This cognitive demand needs to be analysed to understand the workload of fighter pilot. Objective of this study is to analyse dynamic workload of fighter pilots in a realistic high-fidelity flight simulator environment during different flying workload conditions. The various workload conditions are (a) normal visibility, (b) low visibility, (c) normal visibility with secondary task, and (d) low visibility with secondary task. Though, pilot's flying performance score was good, the physiological measure like heart rate variability (HRV) features and subjective assessment (NASA-TLX) components are found to be statistically significant (p<0.05) between tasks. HRV features such as SD2, SDNN, VLF and total power are found to be significant at all task load conditions. The features LFnu and HFnu are able to differentiate the effect of low visibility and secondary cognitive task, which was imposed as increased task in this study. This result benefits to understand the pilot's task and performance at each flying phase and their cognitive demands during dynamic workload using HRV, which could assist pilot's training schedule in optimal way on simulators as well as in actual flight conditions.",Fighter,2020
Innovative Method for the Estimation of Closure Velocity between RAT Driven Drogue and IFR Probe: Air-to-Air refueling Flight Trials,Air-to-air refueling for a fighter platform is a force multiplier in terms of increasing its combat radius and payload carrying ability. Adapting for such a facility especially for an aircraft under design and development is a challenging task. It requires rigorous ground and flight testing to meet the certification standards. One of important flight test parameter that needs to be validated for structural impact load calculations and certification needs is the closure velocity. The air-to-air refueller was equipped with a Ram-air-turbine powered drogue and chute system. An innovative methodology of estimating the closure velocity between the drogue of the mother aircraft and the in-flight refueling probe of the receiving aircraft was evolved. The method was employed and validated during the air-to-air refueling trials of a prototype fighter platform. The intention of this paper is to explain the methodology employed and deliberate the results obtained with respect to the air-to-air refueling certification.,Fighter,2020
A parallel implicit hole-cutting method based on background mesh for unstructured Chimera grid,"As an efficient simulation method for complex configurations and moving boundary problems in computational fluid dynamics, Chimera or overset grid techniques have been widely used in many aspects of aeronautics and astronautics. However, there are still some bottlenecks for the current hole-cutting method to handle large scale mesh, such as memory storage limitation and parallel efficiency. In this paper, a parallel implicit hole-cutting method based on unstructured background mesh is presented. The method is based on the parallel searching of donor cells for all grid nodes. In order to reduce the memory consumption of the searching procedure for the large-scale grids, a global-to-local (GTL) searching strategy as well as the background grid approach is developed. To improve the connectivity of overset domains, a parallel front advancing method is adopted to automatically distinguish the active regions. Finally, the efficiency and effectiveness of the present Chimera grid method are validated by some test cases and applications, including multi-store separation from a fighter and a missile pitching-up maneuvering with rudder deflection under a control command. The numerical results demonstrate the potential for steady and unsteady CFD simulations for complex geometries. (C) 2019 Elsevier Ltd. All rights reserved.",Fighter,2020
Rising Costs: Augustine Revisited,"Rising military equipment costs were famously identified by Norman Augustine with forecasts of a single aircraft air force by 2054. This paper presents and analyses an original data set for UK military aircraft. It provides evidence on cost escalation for various UK aircraft types comprising fighter/strike, bombers, military transports, maritime patrol aircraft, helicopters, trainers and civil aircraft. Continued cost escalation is identified for almost all types but with different cost escalation factors. It is concluded that the specific Augustine hypothesis of costs rising by a factor of four every 10 years might be an under-estimate.",Fighter,2020
Complex Interaction Between a Fin and a Transverse Jet at Mach 5,"The maneuverability of high-speed flight vehicles such as fighters or missiles determines their survivability in dogfighting or penetrating missile defense systems. A combined attitude control system using both aerodynamic control surfaces and reaction control thrusters has been applied to some of the latest military flight vehicles. This paper aims to shed some light on the interaction between a control surface and a downstream control jet, which has rarely been studied. A model consisting of a flat plate, a fin, and a transverse jet is tested using various experimental techniques at Mach 5 to investigate the complex interaction between the fin and the downstream jet. Schlieren and planar laser scattering are used to study the pattern of shock wave interactions and structures in the boundary layer, and pressure-sensitive paint is used to examine the pressure distribution on the flat plate. The results show that the state of the approaching boundary layer, the structure of the jet-induced bow shock, and the pressure distribution around the nozzle are sensitive to the position of the jet relative to the fin. The pressure around the nozzle exit is substantially increased in all three cases tested, and the highest peak pressure occurs when the jet is located after the fin-induced reattachment shock. However, by integrating the surface pressure, the highest side force on the flat plate is noticed to occur when the jet nozzle is located between the fin-induced separation shock and reattachment shock.",Fighter,2020
XPERIMENTAL STUDY OF A DIRECT-DETECTION RECEIVER,"The emergence of electronic warfare is inextricably linked with the invention and introduction of radio communications in the military. Electronic warfare (EW) usually loses attention to fighters, tanks, anti-aircraft missile systems, etc. However, their significance in modern warfare is extremely large and diverse: from the suppression of remotely detonated improvised explosive devices (IEDs) and disrupting enemy communications to the fight against air defense systems or enemy aircraft. Direction finding receivers are an important part of electronic warfare equipment. Receivers of direct amplification do not emit, they do not have a heterodyne, so they can be detected only by a nonlinear locator, and this in turn is very problematic because they depend on the range of operating frequencies, sensitivity, dynamic range of amplitudes, accuracy of bearing and measurement of pulse duration, so their study is relevant. Logarithmic receivers found wide application for detection and direction finding of radiation sources. They have high accuracy, sufficient speed and good repeatability. Previously, logarithmic receivers of centimeter and millimeter wave ranges were studied [1-5], but their technical level is currently insufficient for a number of parameters: dynamic range, mass, dimensions, current consumption and cost. Possible ways to improve the receiver are to reduce the unevenness of the amplitude-frequency response, expand its functionality in terms of energy protection, blocking out-of-band signals, and expanding the dynamic range. Even more important is to increase the channel identity of the multi-channel receiver to reduce the bearing error. The purpose of this work is to expand the dynamic range of the receiver, reduce its mass, size and current consumption. The following requirements apply to the receiver: operating frequency range from 18 to 40 GHz; tangential sensitivity is not worse than minus 90 dBW; the dynamic range of signals at the receiver input is at least 55 dB; the minimum pulse duration is 0.1 MS; current consumption in the circuit +5 V no more than 0.45 A; the current consumption in the circuit minus 5 V is not more than 60 mA. The basic parameters of the receiver are calculated and the dynamic range of the receiver is estimated as minimum and maximum. The advantages and disadvantages of the receiver and composite microwave nodes were also described.",Fighter,2020
The Analysis of Jet Fighter Generations of the 2nd Half of the 20th Century and Its Significance for the History of Aviation,"This paper attempts to explore the history of the development of a minor segment of aircrafts, fighters equipped with jet engines, by analyzing the numbers of these aircrafts belonging to different generations, and to assess the relevance of this approach for the history of aviation. Based on the open printed sources and materials from the Internet, a database was compiled on the numbers of the first to fourth generation fighters in 1945-1999. The dynamics of the development of the world¡¯s fleet of fighters is provided; the reasons behind some of its features are explained, and it is revealed how this dynamics correlate with the 20 th century events. The analysis of this work¡¯s results allows to conclude that this approach can be effectively used in the studies on the history of aviation.",Fighter,2020
An Effective Adjustment to the Integration of Optimal Computing Budget Allocation for Particle Swarm Optimization in Stochastic Environments,"Although particle swarm optimization (PSO) is a powerful evolutionary algorithm for solving nonlinear optimization problems in deterministic environments, many practical problems have some stochastic noise. The optimal computing budget allocation (OCBA) has been integrated into PSO in various ways to cope with this. The OCBA can mitigate the effect of noise on PSO by selecting the best solution under a limited evaluation budget. Recently, with the increasing complexity of PSO applications, the evaluation costs are also increasing rapidly, which has sparked the need for more efficient PSO in stochastic environments. This article proposes a simple yet effective adjustment to the integration of OCBA to further improve the efficiency of PSO. The proposed adjustment allows OCBA to expand its search space to find the global best position more correctly such that the entire swarm can move on a better direction under stochastic noise. The experimental results on various benchmarks demonstrate the improved performance of PSO by the proposed adjustment under a limited budget compared with the latest studies. In addition, the results regarding fighters' evasion flight optimization emphasize the practical need for the proposed adjustment.",Fighter,2020
An Improved Moth Flame Optimization Algorithm for Minimizing Specific Fuel Consumption of Variable Cycle Engine,"The effective selection of Variable Cycle Engine (VCE) parameters plays a key role in achieving low specific fuel consumption (SFC) of fighters. However, the selection of VCE parameters is a continuous multimodal issue involving substantial local optima, so that most swarm intelligence (SI) algorithms are easily trapped into local optimal solutions, and cannot obtain satisfactory performance. To address this problem, an improved moth flame optimization algorithm with adaptive Levy-Flight perturbations (ALFMFO) is proposed. In ALFMFO, the current population aggregation status can be accurately judged based on the difference in fitness variance between two successive moth generations. According to the population aggregation status, the Levy-Flight disturbance strategy can adaptively adjust the perturbation probability to enhance the ability of ALFMFO to escape from local optimal solutions and realize the minimum SFC optimization of VCE. Experimental results suggest that ALFMFO is effective and superior to other compared SI algorithms in terms of accuracy and robustness.",Fighter,2020
Nondominated Maneuver Strategy Set With Tactical Requirements for a Fighter Against Missiles in a Dogfight,"Dogfight is often a continuous and multi-round process with missile attacks. If the fighter only considers the security when evading the incoming missile, it will easily lose the superiority in subsequent air combat. Therefore, it is necessary to maintain as much tactical superiority as possible while ensuring a successful evasion. The amalgamative tactical requirements of achieving multiple evasive objectives in a dogfight are taken into account in this paper. A method of generating a nondominated maneuver strategy set for evading missiles with tactical requirements is proposed. The tactical requirements include higher miss distance, less energy consumption, and higher terminal superiority. Then the evasion problem is defined and reformulated into a multi-objective optimization problem, which is solved by a redesigned multi-objective evolutionary algorithm based on decomposition (MOEA/D). Simulations are used to demonstrate the feasibility and effectiveness of the approach. A set of approximate Pareto-optimal solutions satisfying the tactical requirements are obtained. These solutions can not only guide the fighter to avoid being hit but also achieve the goal of relatively reducing energy consumption and improving terminal superiority.",Fighter,2020
'Technical violence' in the Dutch-Indonesian War Heavy weapons in the period of decolonization,"In this contribution, the authors want to offer a first response to the observation that research about the use of heavy weapons in the Dutch-Indonesian War yet shows major lacunae. In order to put the Dutch deployment of this `indirect fire', primarily by artillery and fighter planes, into context, the authors first examine how other military forces used heavy arms in the same period as part of regular and irregular wars. In the case of Indonesia, they analyse the use of what is also termed `technical violence' in the Dutch debate and they take a closer look at the `Wonosari incident'. They conclude that the Dutch militaries used technical violence in similar ways as other military forces, and they question the common assumption that indirect weapons led to more casualties among non-combatants than direct violence did.",Fighter,2020
Vortex Dynamics Analysis of Straight-Body-Type-Fuselage Fighter Using CFD Simulation,"ABSTRACT: The choice for using a fighter fuselage in a fighter jet design affects a vortex generation advantageous in maneuverability. To study the effect of straight-body-type-fuselage (SBTF) on the vortex dynamic, a computational fluid dynamics (CFD) method is used, in order to simulate a model of SBTF fighter. The simulation uses Q-criterion to probe vortices, and a logarithmic grid to emphasize the micro-gridding effect of the turbulent boundary layer. The results show detailed quantitative velocity, pressure, trajectory of the vortex core, and wing negative surface pressure distribution (SPD), providing clear pictures of opportunity for performance improvement, better lift, agility, and maneuverability of a fighter if a model requires a new design.",Fighter,2020
Domestic Environment Analysis for Building FTB Aircraft with AESA Radar,"Recently, active electronically scanned array (AESA) radar, electro-optical and infrared (EO-IR) and infra-red search and track (IRST) sensors are under development in the Korean fighter experimental(KF-X) project, and AESA radar is currently undergoing preliminary research for flight testing. This paper focuses on the flying test bed (FTB) aircraft operation cases of developed countries in accordance with AESA radar development. As a result, we review domestic laws and regulations related to the airworthiness for FTB aircraft to operate in domestic environment and look for ways to operate FTB aircraft. Therefore, we propose how to selecting, airworthiness and operating FTB aircraft suitable for the domestic environment.",Fighter,2020
Threat Avoidance Multi-Route Decisions for Air-Strike-Package on   an Operation Network,"Air-Strike-Package consists of multiple fighter planes that carry out the Air-Interdiction-Operation. This mission assigns a task for attacking a target to a single airplane, and it requires the decision making on the route and schedule of each flight to attack its target safely. The operation is mathematically formulated for the plans of multi-airplane¡¯s path to minimize the total traveling distance and the exposed risk from the Surface-to-Air threats. Each airplane travels along the several arcs from one of the origin candidates to its target, which is restricted to be separated with the other airplane sufficiently. Also, a heuristic algorithm is suggested to search the feasible and applicable solutions in a real-world operation. The performances are evaluated for various cases in consideration of the actual air mission environment.",Fighter,2020
An Air Combat Decision Learning System Based on a Brain-Like Cognitive Mechanism,"The unmanned aerial vehicle (UAV) has emerged unexpectedly as a new force in the recent local wars. To occupy the high ground of military technology in the future, research on autonomous air combat using UAVs is extremely important. In this paper, we propose an intelligent air combat learning system inspired by the cognitive mechanism of the human brain. The air combat capability was divided into two parts: declarative and procedural memory. Imitating the updating and storage mechanism of human knowledge, a long- and short-term hierarchical asynchronous learning principle was designed. We adopted the basic idea of using the error signal to drive learning according to neurophysiological research. Drawing lessons from the working memory mechanism, the error signal for driving the short-term learning was created in the absence of labelled data, using only the interactive information. Then, we proved that the learning mechanism could ensure that system performance advances steadily and gradually. The experiments illustrated that the learning system designed in this paper can achieve some inferior confrontation ability through self-learning without human prior knowledge. Action strategies formed by learning are analogous to the classical tactical manoeuvres of human fighter pilots. We compared our work with related works and found that our method could improve its performance continuously and finally defeat its opponent.",Fighter,2020
Fighter I: An Analysis of Combat Fighters and Non-Fighters,"The main objective of this report is to identify the characteristics which differentiate the 'fighter' from the 'non-fighter'. The identification of psychological characteristics of the good fighter as contrasted with the non-fighter is a necessary initial step in a long range program concerned with optimum utilization of men in combat. Knowledge of these characteristics opens up the possibility of developing experimental procedures for selection training, and organization of fighting units. This research involved 310 men, identified as fighters or non-fighters from information supplied by their peers in Korean combat. Each of these subjects underwent extensive psychological testing. The major analyses deal largely with the native born white sample.",Fighter,2020
Last Manned Fighter: Replacing Manned Fighters with UCAVS,"This research paper addresses the question of: Can and should the Air Force pursue a unmanned multi-role fighter to replace manned systems. Unmanned aircraft systems (UAS) have demonstrated enormous intelligence, surveillance, reconnaissance (ISR) capabilities in both flexibility and persistence. Current and emerging technology may permit unmanned fighters to replace conventional multi-role aircraft in the face of high endurance missions, evolving threat systems and political pressure to preserve human life. This research is framed in the context of a specialized weapon in military aviation; an unmanned multi-role fighter capable of replacing manned systems and their respective missions. This paper gives a brief history of unmanned air vehicles and their employment as weapons to demonstrate the evolution from ISR platform to unmanned combat air vehicle, then evolves into two main sections of 'can we' and 'should we' pursue this avenue of development. The primary means of answering the research question is both technical and philosophical. Before being able to answer if the Air Force should pursue an unmanned fighter it is necessary to determine if it is technically feasible for such a system. A methodical analysis of mission subsets and common tasks that fighters currently perform, and how those tasks might be performed in an unmanned vehicle are examined to substantiate technical capability. Inherent to this discussion are the obvious questions of remote piloting versus autonomous operations, command and control, and weaknesses that may be presented to an adversary. Modern media, political costs of human life, single points of failure, C2 and monetary costs are then addressed to develop the subjective main point of pursuing acquisition.",Fighter,2020
Last Manned Fighter: Replacing Manned Fighters with Unmanned Combat Air Vehicles,"This paper addresses the question, can and should the Air Force pursue an unmanned multirole fighter to replace manned systems. Unmanned aircraft systems have demonstrated enormous intelligence, surveillance and reconnaissance (ISR) capabilities in both flexibility and persistence. Current and emerging technology may permit unmanned fighters to replace conventional multirole aircraft in the face of high endurance missions evolving threat systems, and political pressure to preserve human life. This research is framed in the context of a specialized weapon in military aviation: an unmanned multirole fighter capable of replacing manned systems and their respective missions. This paper gives a brief history of unmanned aerial vehicles and their employment as weapons to demonstrate the evolution from ISR platform to unmanned combat air vehicle and then evolves into two main sections of 'can we and 'should we' pursue this avenue of development. The primary means of answering the research question is both technical and philosophical. Before being able to answer if the Air Force should pursue an unmanned fighter, it is necessary to determine if it is technically feasible for such a system. A methodical analysis of mission subsets and common tasks that fighters currently perform and how those tasks might be performed in an unmanned vehicle are examined to substantiate technical capability. Inherent to this discussion are the obvious questions of remote piloting versus autonomous operations, command and control, and weaknesses that may be presented to an adversary. Modern media, political costs of human life, single points of failure, command and control, and monetary costs are then addressed to develop the subjective main point of pursuing acquisition. The range and endurance of unmanned combat air vehicle (UCAV) fighters offer persistence and attractive options in a world of growing anti-access strategies.
",Fighter,2020
Determining Direction-of-Arrival Accuracy for Installed Antennas by Postprocessing of Far-Field Data,"Direction-of-arrival (DoA) estimation accuracy can be degraded due to installation effects, such as platform reflections, diffraction from metal edges, and reflections and refraction in the radome. To analyze these effects, this paper starts with a definition of the term installation error related to DoA estimation. Thereafter, we present a postprocessing method, which can be used to determine the DoA estimation accuracy for installed antennas. By computing synthetic signals from the installed far-field data, it is possible to analyze the installation errors described above, in addition to analyzing array model errors. The method formulation is general, thus allowing generic array configurations, installation configurations, and direction-finding algorithms to be studied. The use of the presented method is demonstrated by a case study of a wideband four-quadrant array. In this case study, we investigate the installation errors due to a single-shell radome. Thereafter, the effects of platform reflections are also analyzed, for an antenna placement in the tail of a fighter aircraft. Simulation results are presented for both the monopulse and the MUltiple SIgnal Classification direction-finding algorithms.",Fighter,2019
Advanced Constraints Management Strategy for Real-Time Optimization of Gas Turbine Engine Transient Performance,"Featured ApplicationThe method that is described in this work can be used to assess the gas turbine engine performance under different control modes when the engine experiences transient operation. During this phase of operation, the engine needs to meet all the predefined constraints while it delivers the required performance efficiently and within its operating envelope.Abstract Motivated by the growing technology of control and data processing as well as the increasingly complex designs of the new generation of gas turbine engines, a fully automatic control strategy that is capable of dealing with different aspects of operational and safety considerations is required to be implemented on gas turbine engines. An advanced practical control mode satisfaction method for the entire operating envelope of gas turbine engines is proposed in this paper to achieve the optimal transient performance for the engine. A constraint management strategy is developed to generate different controller settings for short-range fighters as well as long-range intercontinental aircraft engines at different operating conditions by utilizing a model predictive control approach. Then, the designed controller is tuned and modified with respect to different realistic considerations including the practicality, physical limitations, system dynamics, and computational efforts. The simulation results from a verified two-spool turbofan engine model and controller show that the proposed method is capable of maneuverability and/or fuel economy optimization indices while satisfying all the predefined constraints successfully. Based on the parameters, natural frequencies, and dynamic behavior of the system, a set of optimized weighting factors for different engine parameters is also proposed to achieve the optimal and safe operation for the engine at different flight conditions. The paper demonstrates the effects of the prediction length and control horizon; adding new constraints on the computational effort and the controller performance are also discussed in detail to confirm the effectiveness and practicality of the proposed approach in developing a fully automatic optimized real-time controller for gas turbine engines.",Fighter,2019
Development and Calibration of a Low-Cost Radar Testbed Based on the Universal Software Radio Peripheral,"Modern defense and security radar sensors have to operate in a very diverse set of dynamically varying scenarios: Detection, tracking, and classification of very small and slow air targets, such as drones in clutter areas up to fast air targets such as missiles and fighter aircraft together with an increasingly congested and contested spectrum are essential and challenging system requirements. Cognitive radars that combine a multitude of well known and new techniques offer a promising solution to these challenges. In this article, the operational scenarios are introduced, and then a high-level functional architecture is presented, before discussing certain aspects of cognitive radars from a user's and manufacturer's point of view.",Fighter,2019
Impact of mission requirements on the design of low observable UCAV configurations,"Purpose The purpose of this paper is to characterise the effects of mission and performance parameters on the design space of low observable subsonic unmanned combat aerial vehicles (UCAVs) operating in typical Hi-Lo-Hi ground strike missions. Design/methodology/approach Conceptual design methodologies appropriate to low observable, tailless UCAVs have been integrated into a multidisciplinary aircraft design environment, GENUS, developed at Cranfield University's aircraft design group. A basic Hi-Lo-Hi mission is designed and a baseline configuration is established through the GENUS framework. Subsequently, an evolutionary optimiser and a robust gradient-based optimiser are used to obtain convergent design solutions for various leading edge sweep angles, mission ranges, cruise Mach numbers and other operational constraints. Findings The results indicate that performance constraints, specifically in the form of specific excess power (SEP), have a large influence on the overall sizing of subsonic tailless UCAVs. This requirement drives the engine sizing, which represents a considerable proportion of the empty and gross mass of the vehicle. Cruise Mach number studies show that no significant advantages exist for operating at low speeds while maintaining performance requirements consistent with combat missions. There is a drastic increase in the vehicle's mass and thrust requirements for flight speeds above Mach 0.8, with low sweep configurations showing a more pronounced effect. Increases in the range are not overly dependent on the leading edge sweep angle. Top-level radar cross section (RCS) results also favour configurations with higher leading edge sweep angles, especially from the nose-on aspect. Finally, research and development costs are shown to be directly linked to engine size. Originality/value This research shows the use of an integrated aircraft design environment that incorporates aerodynamics, performance, packaging and low observability aspects into the optimisation loop. Through this methodology, this study supports the efforts towards characterising and establishing alternate visions of the future of aerial warfare through the use of low cost, survivable unmanned platforms in network-centric cooperative tasks.",Fighter,2019
Binary Stokes vector representation of aircraft in the low-resolution radar context,"This study proposes a low-band scheme utilising the polarisation dominance of the target's resonance regions in the frequency domain to recognise a fighter-sized aircraft. The methodology implements a binary decision tree based on three polarisation power terms, namely Stokes variables, to determine the polarisation dominance of six directions, and subsequently, predict the canonical shape of the target substructures. The decision tree comprises three inequalities of the Stokes variables subject to an orthogonality threshold to reflect the dominant polarisation directions as a function of the target resonance region. The simulation data for two fighter-sized aircraft illustrate the feasibility of the method by comparing the differences (or similarity) in the target decision outcomes. The results indicate that resonance-scattering region lies within the frequency band of 9-200 MHz where thin-wedge scattering is prominent within the frequency band of 9-30 MHz, whereas the corner (dihedral) scattering becomes dominant within the band of 110-170 MHz, mainly when the radar illuminates the target sides aspect. The method was robust to the noise and target aspect change using the paradigms of the MIG29 and F16 aircraft models.",Fighter,2019
Event-triggered composite nonlinear control for saturated systems with measurement feedback,"The composite nonlinear feedback (CNF) control problem with event-triggered strategy for saturated systems with measurement feedback is considered in this paper. Both the full-order measurement and the reduced-order one are investigated to ensure the satisfactory performance of the closed-loop saturated systems under the proposed event-triggered mechanism. Generally speaking, the CNF control is divided into the linear control part and the nonlinear control part, which are designed separately. The purpose of the former is to shorten the rise time, while the latter aims at reducing the overshoot caused by the former. In this paper, a co-design method of linear and nonlinear control parts is proposed such that the control output tracks the reference input asymptotically with a good transient performance. Moreover, the parameter of CNF is applied to the construction of event-triggered mechanism which can efficiently reduce the communication burden. In order to avoid Zeno behavior, the minimum event-triggering time interval is explicitly formulated. Finally, an example of fighter aircraft is given for illustration.",Fighter,2019
Constrained dynamic compensation with model predictive control for tracking,"This article extends the benefits of model predictive control for the linear dynamic compensators commonly designed for aerospace systems. The traditional control structures often used in output tracking are synthesized, and the proposed model predictive control scheme modifies the plant input and reference to be tracked, creating artificial demands and control corrections to guarantee the state and satisfaction of the output constraint. The novel predictive controller, with a related reference governor, is presented with assured closed-loop stability, convergence and recursive feasibility for attainable piecewise constant setpoints along the system operation. The modification of the feasible demands and control inputs enlarges the domain of operation of the constrained closed-loop system. The elimination of the quadratic programming solvers running during real-time operation is also presented to reduce the computational burden. The simulation results using a fighter trainer model are finally shown, illustrating the benefits of the proposed technique. (C) 2019 Elsevier Masson SAS. All rights reserved.",Fighter,2019
"Investigation of Shock Motion in Transonic Flow Using an Oscillating, Straked, Delta Wing","A computational analysis was performed on a straked, delta wing undergoing pitch motion in order to investigate the influence of shock-induced, trailing-edge separation (SITES) on simulated limit-cycle oscillations (LCO). The research presented herein describes an aeroelastic analysis of a wing oscillating in pitch using Euler-based aerodynamics with boundary-layer coupling (BLC). Results indicate that oscillatory shock movement occurs in response to the pitching motion of the wing, both with and without BLC. However, the BLC solution predicted more significant shock movement, and the inviscid solution predicted more aggressive shocks located further aft on the wing. Increasing the amplitude of the pitch oscillations resulted in a greater range of shock motion than lower amplitude cases, but variation of oscillation frequencies tested did not show any noteworthy differences. These findings support the theory that oscillatory shock movement associated with SITES can occur during certain cases of transonic LCO. In addition, based on the results from pure pitch motion of the wing and on the flow solver used, shock motion can occur without a boundary-layer model, although the modeling of viscous effects does affect the range of shock motion.",Fighter,2019
